PlayerID,StageIndex,Score,UsedTime,UpdateGap,Win,RecordTime
1,1,6,8.627876,10,True,2025-12-18 22:54:45
1,2,8,33.37908,10,True,2025-12-18 22:55:18
1,3,10,331.2503,10,True,2025-12-18 23:00:53
1,4,8,17.57615,8,True,2025-12-18 23:01:10
1,5,10,18.1283,8,True,2025-12-18 23:01:28
1,6,12,23.50217,6,True,2025-12-18 23:01:52
1,7,14,38.33247,6,True,2025-12-18 23:02:31
1,8,12,12.70873,8,True,2025-12-18 23:02:44
1,9,14,19.23944,8,True,2025-12-18 23:03:03
1,10,16,21.80718,6,True,2025-12-18 23:03:25
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:44
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,16,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
1,11,17,18.95107,6,True,2025-12-18 23:03:45
